luo,swahili
ogai mar anc migosi musalia mudavadi okwedo kit kaka ne ogol oko senator ma kakamega cleophas malala elemo mar jalup ogai mar senators manok kagilero ni odm ochayo duond buche mane oloso nasa.,Kiongozi wa ANC amepiga jinsi seneta wa Kakamega Cleophas Malala alivyong`atuliwa mamlakani kama kiongozi wa wachache  bungeni akisema kuwa chama cha ODM kinadharau vyama tanzu vya NASA
refugees jogo mane odar epinjegi kata refugees ma odak ekembe ma daadab kod kakuma okuayo piny owacho olok paro mantiere mar loro kembe 2go.,Wakimbizi katika kambi za Daadab na Kakuma wameiomba serikali kuangalia tena mpango wao wa kuwarudisha makwao
jotelo egwenge mag nyandwat mar kenya olero ni piny owacho onego obed piny ongi yo makare mar konyo jogo maok riembogi.,Viongozi wanaotoka maeneo ya Kaskazini Mashariki mwa Kenya wamesema kuwa serikali inafaa ijadiliane na wakimbizi hao badala ya kuwafukuza
Jotelo ma opogore bende osiro paro makamano.,Viongozi tofauti tofauti pia wameunga mkono wazo hilo
senator ma bungoma moses wetangula olero ni refugees gin jok ma oringo achiedh nade epinjegi kendo duokogi chalo ondamo mar duokogi e midhiero mane gisewuoke. ,Seneta Moses Wetangula amesema kuwa wakimbizi ni watu waliokimbia maafa kwao hivyo basi kuwarejesha kwao ni kawarudisha katika shida zaidi
nonrono bende oyudo ni kwan iye ma ok ochan epachoka odok chien nyaka atamalo 38 kaipimo gi atamalo 42 ehiga 2014.,Utafiti huo pia umebaini kuwa mimba za kutopangwa zimerudi nyuma kwa asilimia thelathini na nane kutoka arubaini na mbili mwaka wa elfu mbili kumi na nne
apisa ma ochung etayo nonro emigawono ngire peter gichangi oleroni ni thoth mine komo nyuol ka okadho egigo ma isoyo ei dendgi kata implants.,Profesa Peter Gichangi ambaye anasimamia utafiti huo alisema wanawake wengi hupanga uzazi kwa njia ya kuweka vifaa kwenye miili yao almaarufu implants
fida- governor e county ma kisumu ngire peter anyang nyongo onyis owuog oko okua nguono,Gavana wa kaunti ya Kisumu ameambiwa ajitokeze waziwazi na aombe msamaha na FIDA
okinde mag fida onyise ni okua nguono ewi kaka askeche county nyoro ne oyuayo miyo ma jaohala gi nyamburko e apaya e bomano ma kisumu.,Mawakili wa FIDA wamemwambia aombe msamaha kutokana na kitendo cha maafisa wa kaunti ya Kisumu kumvuta mchuuzi mmoja wa kike barabrani mjini Kisumu
"riwruok okinde ma wakeyni, fida, bade ma kisumu olero ni tim manyorono en madhi ataro mar ratich dhano kendo ondamo onego okaw mager.",Muungano wamawakili wa kike sehemu ya Kisumu wamesema kuwa kitendo hicho hakifai na kinafaa kushtumiwa vikali na hatua kali kuchukuliwa
gimedo ni kendo giikore timo duto eneno ni askechego mag county masani ochung eyich ondhi kendo ochual edoho.,Wamesema kuwa wana mpango wa kuhakikisha kuwa maafisa hao watashikwa na kupelekwa kortini
okindego ebuo fida onyiso tend kisumu county obed katiego jogo ma gimiyo tij askari kata kanjo maok kawo akawa ji moriwo nyaka mago matimo timbe maundu kendo ochayo ratich jopiny.,FIDA imeiambia uongozi wa kaunti ya Kisumu kuwafunza maaskari hao wa kaunti bali siyo kuwachukua tu watu ovyo ovyo hadi walio na tabia hasi
kor ka kore jalup governor e county ma kisumu laktar mathews owili olero ni chik idhi luu e kumo askeche makamago mane ochung etich.,Kwa upande wake naibu wa gavana wa Kisumu Matthews Owili amesema kuwasheria itafuatwa kuhusiana na maafisa hao ambao tayari wamesimamishwa kazi
"Mach owang'o mier mag familia aboro egweng' ma kasino, molo e kaunti ma nakuru.",Moto umeteketeza boma za familia nane katika kijiji cha Kasino kule Molo kwenye kaunti ya Nakuru
Gimane okelo masira mar mach makamano nyaka sani pok oyangi.,Kilichosababisha moto hadi sasa bado hakijabainika
mach makamano ne ochakore eot moro mar bao kapok olandore kendo wango udi mamoko man machiegni.,Moto huo ulianza katika chumba kimoja cha mbao kabla ya kusambaa na kuchoma nyumba za karibu
Jogo ma utgi owang' emasirano yuago lal maduong magiyudo.,Wale ambao nyumba zao ziliteketea wanalilia hasara kubwa
Jogo mane oyuoro ekonyo nego mach ne oyako moko kuom mwandu ekinde masirano.,Walioenda kusaidia katika kuuzima moto huo walipora mali ya familia hizo
Jogweng'no okuayo tend kaunti ma nakuru onyiew negi nyamburko manyalo konyo enego mach.,Wanakijiji hicho wanaiomba serikali kuwanunulia gari la kusaidia katika kuzima moto
Jago moro owito ngimane emasira mar apaya e apaya ma mombasa -voi.,Mtu mmoja amepoteza maisha yake katika barabara ya Voi kuelekea Mombasa
jagono neriembo apiko kochomo mombasa kinde mane  otuomo mtoka mar toyota mane rik ochung egeng apaya.,Mtu huyo alikua akiendeshapikipiki kuelekea Mombasa alipogonga gari aina la Toyota ambalo liliegeshwa kando ya barabara
Jatend obila ma kinango Fred oyango wach masirano.,Mkuu wa polisi eneo la Kinango Fredrick Ombaka alitoa ripoti hiyo
Olero ni ja apikono ne oyudo inyruok maricho e wiye gino ma okelo tho mare.,Alisema kuwa mwendazake huyo alipata majeraha mabaya sana kwenye kichwa chake kitu kilichomuua
Ringre oseter ekar kano jogo ma otho.,Mwili wake tayari umepelekwa katika chumba cha kuhifadhi maiti
kamishena e rift valley migosi george natembeya olero ni apedha mager oseket egwengego kaka yor kolo oko gigelweny manie lwet jopiny.,Kamishna wa polisi eneo la Bonde La Ufa Natembeya amesema kuwa tayari ameweka mikakati ya kuhakikisha kuwa silaha zinazomilikiwa na raia zinachukuliwa
onyiso jopiny e transmara omany yore mamoko mag loso yuaruok magin godo mopogore gi weche monj ma osebedo kanenore e gwengego.,Amewaambia raia katika eneo la Transmara kutafuta njia za kutatua tofauti zao bali siyo uvamizi wa mara kwa mara
Kata kamano olero ni kue osechako dok mosmos egwengego.,Hata hivyo amesema kuwa amani imeanza kurejea sehemu hiyo
mbalariany - piny owacho ojiw oger mbalariany makende mar jogo man kod ngol mar winjo wach kata deaf.,Serikali imeshauriwa kujenga chuo kikuu kwa wale walio na ulemavu wa kusikia
riwruok jogo man kod ngol mar winjo wach oleroni kenya onge gi mbalariany mar jopuonjre man kod ngol kata obedo ni nitiere skunde secondar mag ji makamago magolo jopuonjre madhi e mbalariany.,Muungano wa walemavu wa kutosikia wamesema kuwa Kenya haina hata chuo kikuu kimoja cha viziwi huku kukiwa na shule kadhaa za sekondari za viziwi ambazo hutoa wanafunzi wanaokwenda katika vyuo vikuu
"koloso eromo margi mahiga ka higa, jakom jogo man kod ngol mar winjo migosi francis nganga ochayo piny owacho kuom jwangogi.",Akizungumza katika mkutano wao wa kila mwaka mwenyekiti wa viziwi Francis Ng`ang`a ameikashifu serikali kuu kwa kuwatelekeza
kumachielo okuayo jonyuol oter nyithindgi mar puonjo jonyuol kaka ginyalo loso gi nyithindo makamago kagitiyo gilwetgi.,Kwa upande mwingine amewaomba wazazi kuenda katika mafunzo ya jinsi ya kuwasiliana na wanao kwa ishara
migosi nganga kumachielo olero chienro mar yawo clinic mar jogo man kod ngol mar winjo ka ojiwo jogo man kod nyalo mondo osirgi e chienro makamano.,Bwana Ng`ang`a ameeleza mpango wa kujenga kliniki kwa viziwi akiomba wahisani kuwasidia kutekeleza mpango huo
Oganda jokenya ojiw opidh yien.,Wananchi wa Kenya wameshauriwa kupanda miti
jagoro mongirore e migawo mar aluora dr. chris kiptoo okelo ni mae biro konyo eneno ni kenya obedo gi atamalo 10 mar bungu kaka piny owacho osebedo kaduaro.,Daktari Chriss Kiptoo ambaye ni katibu mkuu wa mazingira amesema kuwa hilo litahakikisha kuwa Kenya inakuwa na asilimia kumi ya msitu kama serikali kuu inavyotaka
"Koloso eldoret, laktar Jeptoo oyuago kan mapiny mar yien epachoka.",Akizungumza kule Eldoret Bwana Kiptoo amelalamikia idadi ndogo ya miti iliyo humu nchini
olero ni nitiere duaro mar mondo obidh yien billion 2 kaka yor chopo lek kenya nar bedo gi yien moromo.,Amesema kuwa miti bilioni mbili inafaa kupandwa kama hatua ya kuhakikisha kuwa Kenya inakuwa na miti ya kutosha
corona jodolo e nyanza okuayo piny owacho odewgi etielo mokuongo mar chiwo chanjo mar corona.,Wahubiri kutoka maeneo ya Nyanza waeiomba serikali kuwazingatia katika hatua ya kwanza kupokea chanjo za korona
jodologo olero ni giromo gi ji mathoth ekinde magidolo kendo ber odewgi ekindeni ma ichiwo chanjo mar corona.,Wahubiri hao wamesema kuwa wanatangamana na watu wengi hivyo basi ni vyema kupokea chanjo hiyo katika awamu ya kwanza
jadolo ondiek oloso e alego usonga subcounty oruako chike manyocha oland mag kedo gi tuo mar corona ka onyiso jopiny olu chikego.,Mhubiri Ondiek akizungumza maeneo ya Alego Usonga alisema kuwa wananchi wanapaswa kufuata sheria za kujikinga dhidi ya korona
jadolo maduong mar kanisano joel ofuna ogwire okuayo chang mapiyo ne ogai mar odm moluor raila odinga manyocha oyud gi tuo mar corona.,Mhubiri mkuu Ogwire ameomba uponyaji wa haraka kwa Raila Odinga ambaye alipatwa na ugonjwa huo
knut vs tsc - riwruok jopuonj mar knut osingo loso winjruok maok ber ekindgi kod duol mar tsc.,Muungano wa walimu KNUT umesema kuwa itarekebisha maelewano mabovu yaliyo kati yale na chama cha kuajiri walimu cha TSC
jalup jagoro mar knut migosi hesbon otieno olero ni jopuonj noseneno matek eyuaruok makamano.,Bwana Hesbon Otieno ambaye ni naibu wakatibu amesema kuwa wanafunzi wameona magumu kutokana na mvutano huo
Ma ne en yuaruok mar neno ni knut obiro oyiero jotelo manyalo tego riwruokno.,Hii ni katika kuhakikisha kuwa KNUT itawachagua viongozi wanaoweza kuboresha maelewano kati yake na tume ya kuajiri walimu
ma ne en koloso e skund primar ma bondo township ekinde yiero mar knut bade makono,Alisema haya katika shule ya Bondo Township katika uchaguzi wa viongozi wa KNUT sehemu hiyo
jakom knut e pachoka collins oyuu olero ni riwruokno pod otegno kendo gin kod jokanyo mathoth.,Mwenyekiti wa KNUT Collins Oyuu amesema kuwa muungano huo bado uko tisti kwa vile ina wanachama wengi
jopuonj eriwruok mar kuppet bade ma migorisand elwet josias kod jogo manie gwenge magitiye.,Walimu wa chama cha KUPPET katika eneo la Migori wamelalamikia kuteswa na wanasiasa wameneo hayo
Kuom josiasa osebedo kamuomore e skunde kendo golo oko jopuonj madongo maok giduar.,Wanasema kuwa wanasiasa wamekuwa wakivamia shule za huko na kuwatimua walimu ambao hawapendi
olero ni piny owacho onego odonjre e wachno mondo jopuonj obed gi lwasi maber mar tich.,Amesema kuwa serikali inafaa kuingilia kati ili walimu wawe na mazingira safi ya kufanya kazi
oloso ndalo manok bang ka kuppet yuago sand ma jopuonj yudo emoko kuom skunde e suna west.,Amezungumza wakati ambapo walimu wanalalamikia mateso katika eneo la Suna Magharibi
ne omedo jiwo oganda jokenya jowuog oko kendoo oyud chanjo mar  gegno tuo mar cov19,Aliendelea kuwasihi raia wa Kenya kujitokeza ili wapate chanjo dhidi ya virusi vya korona
"koloso kod od fwambo moro pachoka okinyi makawuono ruto owachho ni kata obedo ni jotelo madongo ei sirikal pod ok joyudo chnjono, mano en winjruok mane obedo ebura mar buch jotend migepe kama jochiw thith, jopuony kaachiel kod apisas mag arita kwe eman owinjore omii thuolo mokuongo mar yudo chanjono","Akizungumza na kituo fulani cha habari Ruto alisema kuwa licha ya kuwa viongozi serikalini hawajapata chanjo hiyo ilikuwa ni makubaliano bungeni kuwa maafisa wa serikalo, walimu pamoja na wale walio katika hatua ya mbele wapate chanjo hiyo."
olero ni ka thuolo mare obiro ochopo to obiro wuok oko kendo  yudo chanjono molero ni ber mokalo kendo biro konyo eduoko chien landruok mar tuo mar cov19 pachoka,Amesema kuwa muda ufaao ukifika ataenda kupokea chanjo hiyo ambayo amesema ni salama na itawasaidia sana wananchi
ruto ekinde onogo owuok oko tung mosuo kod moko kuom jotelo pachoka  masani koro dhiro nyime weche moko mag dhi loso duond bura mar oganda moko pachoka ,Wakati huo huo Ruto amewakashufu sana baadhi ya viongozi ambao wana mpango wa kutengeneza muungano wa vyama vya kikabila
nolero ni mano ok en gima kare ni kendo ochano mana duoko piny kenya chien eweche mag dongruok eyor siasa makare,Ruto alisema jambo hilo si sahihi na itairudisha Kenya nyuma kimaendeleo ya kisiasa
olero ni en kaachiel kod ogai mar odm raila odinga ejotelo kende ma ogeno kuom chuok mag duon buche mag siasa man kod sura mar piny,Ruto amesema kuwani yeye tu pamoja na Raila Odinga ndio wana vyama vya kisiasa ambavyo vina sura ya taifa
ekoyie kod josiasa man kod dwaro mag pogo oganda jokenya kaluwore kod dho udi magi wuokie,Hajakubaliana na baadhi ya wanasiasa ambao wana nia ya kuunda vyama vya kisiasa vya kikabila
weche ruto ogolo seche ma  jotelo eriwruok mar one kenya alliance jochako chenro makende mar puonjo jokenya ber mar makruok ekindgi,Maneno ya Ruto yanakuja siku chache tu baada ya muungano wa One Kenya Alliance kuwaelezea raia umuhimu wa muungano huo
"riwruogno ma okelo kanykla duond bura mar kanu, wiper , ford kenya kod anc kata kamano jowacho ni romogo gibiro tim bange","Muungano huo umejumuisha vyama vya KANU,Wiper pamoja na FORD KENYA na vyama hivyo vimesema kuwa vitaandaa mkutano baadaye "
kor kakore jakom duon bura mar kanu gedion moi owacho ni dwachgi maduong en manyo osir lwedo kod jatend duon bura mar anc musalia mudavadi,Kwa upande wake mwenyekiti wa chama cha KANU Gideon Moi amesema kuwa lengo lao ni kuhakikisha kuwa Musalia Mudavadi amepata uungwaji mkono
ogai mar duond bura mar ford kenya pachoka moses masika wetangula ochayo malich mokalo chik mane ogol nyoro kod sirkal mapachoka ne duol marango dwach refugees ebuo piny mangima unhcr mondo odar refugees go kowuok ekembego ethuolo mar ndalo14  ,Kiongozi wa chama cha FORD KENYA Moses Wetangula amekashifu vikali mpango wa serikali kupitia bodi ya kuangalia maslahi ya wakimbizi ya kuwatimua wakimbizi kutoka kwenye kambi hizo
wetangula owacho ni refugeesgo nobiro pacho makinde moko ne obedo jatend migaomane ochungne tudruok mar pinje maoko,Wetangula amesema kuwa wakimbizi hao walikuja humu nchini wakati ambapo alikuwawaziri wa maswala ya nje humu nchini
 Olero ni nitiere chike mag buo piny mangima manyaka luu ekind ma iloro kembego ,Amesema kuwa kuna baadhi ya sheria kote duniani zinazowalinda wakimbizi ambazo lazima zizingatiwe
oriwo neno kaka kenya nyalo yudo kuonde mamoko mag dak ma ibiro tere refugeesgo kapod ok sirikal oloro kembego mag refugees,Ameeleza nia ya serikali kutafuta mahali pa kuwahamisha wakimbizi hao kabla kufunga kambi hizo
wetangula olero epinje kane omedo loso ewi wachno buo piny mangima wacho ni refugeesgo ok nyal duoki kod thuon epinyngi ,Wetangula amesema kuwa watalii hao hawawezi kurejeshwe makwao kwa lazima
Omedo ni chik dwani jodak go inyalo duoki epiny machielo,Amesema kuwa sheria inahitaji kuwa wakimbizi hao wapelekwe katika taifa tofauti
ewi wach yuaruok mokwako kenya kod somalia elaro tong enam ataro mar hindi ok owinjore tii godo esando refegees mag piny soamalia mabende ema thoth ekembego,Amesema kuwa vita vya kung`ang`ania mpaka baina ya Kenya na Somalia haifai kutumika kuwakandamiza wakimbizi
ekinde onogo jotelo mawuok egwenge ma north eastern jokwedo mokalo chikno ka kawyo makende koro gigolo ne  sirikal mondo mi omigi thuolo moromo mar daro refugeesgo ethuchegi,Viongozi kutoka maeneo ya Kaskazini Mashariki wameikashifu serikali na kuwaomba muda zaidi ili wakimbizi hao wahame
jotelo noth eastern refugeesgo giwegi bende koro ok orwako paro mondo mi duokgi epiny somalia ka moko kuomgi osedak pachgo kuom higni 30 kod  bathe mokalao4,Baadhi ya wakimbizi hao wamekashifu mpango huo wakisema kuwa wamekaa humu nchini kwazaidi ya miaka thelathini
pinyowacho ochungo kuom thuolo apedha mar arita kwe mosebedo kadhi nyime egwenge mag tiaty kod kapedo mondo ochiw thuolo ne lalruok ekind jotelo makono,Serikali imesitisha msako mkali uliokuwa ukiendelea Tiaty na Kapedo ili kupeana muda zaidi kwa uchunguzi
"regional commisioner egwenge mag hoho mar okak george natembeya,ochiwo thuolo mar ndalo 30 ne jotelogo mag siasa mondo mi joneni kwe odok egwenge makoro koko osebed egwenge makono",Kamishna wa Bonde la Ufa Natembeya amewaapa wanasiasa siku thelathini kuhakikisha kuwa amani itarejea maeneo hayo
"ma ne en kane oloso kod jotelogo bang wuok eromo  mar manyo yore mag tieko koko masani koro nie egwenge makono, ",Hii ni baada ya kumaliza mkutano na wanasiasa hao kuhusu namna ya kuleta amani katika maeneo hayo
jatend loch nangano olero ni kwe odhi otamigi keto to apedhano koro ibiro dok chaki kendo5,Kanishna huyo alisema kuwa iwapo amani itakataa kurejea basi iyabidi msako uendelee
.jodolo kod tend migao mar thieth negidhii nyime ka giwachoni chike makamago dhi konyo malich ma corona  ok olandore e pachoka.,Wahubiri hao pamoja na maafisa wa afya walisema kuwa mikakati hiyo itahakikisha kuwa virusi vya korona havitasambaa humu nchini
negimedo leroni gin kaka jodolo biro chunogi mondo giduok kwan mar jogo malemo e kanise makono kaka yor gengo dhungni e kanisa.,Walisema kuwa hao kama wahubiri itawabidi wapunguze idadi ya wale watakaoingia kuabudu ili kuzuia virusi vya korona
ka otelnegi kod jadolo wellington mongai owacho ni kedo kod tuoni biro mana rumo ka oganda jo kenya omakore kanyakla kendo tieko landruok tuoni.,Wakiomgozwa na Wellington alisema kuwa virusi vya korona vitaisha tu iwapo raia wataungana na serikalikupiga vita virusi hivyo na kuzuia kusambaa 
Ripot mogol kod kamiti  mar od bura marango kaka sirikal  tiyo kod pes jopiny ,Ripoti iliyotolewa na kamati inayoangalia jinsi serikali inavyotumia pesa za wananchi
pac yango  ni thoth apisasgo medo mana dhi nyime kod tich kata bang ka ikgi kosekalo 60,PAC inasema kuwa maafisa hao wanaendelea na kazi licha ya kuwa wamehitimu miaka ya kustaafu ambayo ni sitini
Gimedo tiyo ka orak magi osebedi ka imedo kinde ka kinde,Wanaendelea kufanya kazi huku kandarasi yao ikiongezwa kila mwaka
duol mar psc  lieko mondo ni jotich maket kod man medi kinde margi mar tich kod dweche 3 kende  kaeto bange giwuog eapisi,Tume ya PSC inasema kuwa wafanyikazi hao waongezwe kandarasi ya miaka mitatu kisha waondolewe
 kasim majaliwa jopiny kaachiel kod jotelo ma oseloso ekinde nyasino jomedo mana pako mokalo mago makare mane otim kod  mosenindo  magufuli ,"Kassim Majaliwa, viongozi pamoja na wale wote waliozungumza wamezidi tu kummiminia sifa mwendazake John Magufuli"
emedy suleiman en jalup ker mar 2 epiny zanzibar kendo achiel koum jokombe makoro tayo chenro mag iko mar ker machon no,Emedy Suleiman ndiye naibu wa rais wa Zanzibar na mmoja wa mwenyekiti wa wanaoongoza hafla ya kuandaa mahali atakakozikwa rais huyo
obila ma rachuonyo sani koro jodhi nyime kod nonro matut eyango adiera ka omakore kod tim moro  kama ja apiko moro mane okony kod apiko gi osiepene moro mabende en jarimebo mar apiko ne ogoo ma ochwe omaa apiko odhiambo manyoro,Maafisa katika maeneo ya Karachuonyo wanaendelea na uchunguzi kuhusu kisa ambacho mwendeshaji bodaboda moja alipigwa na kupokonywa pikipiki ambayo alipewa na mwendeshaji mwenza
wuon apikono hie mawuok egwenge mag kojuach victoe otieno wacho ni apikono ne ochiwo ne osiepene moro ni peterlis ochieng mosebedo kariembe eboma ma oyugis kod aluora mare,Mwenye pikipiki hiyo Victor Otieno kutoka Kojuach amesema kuwa alimpa Peterlis pikipiki hiyo ambayo alikuwa akiiendesha maeneo ya Oyugis
ochieng wacho ni nyoro ne ochwe ochiwo apiko onogo mane ok mare ne osiepne moro machielo mondone oter godo jawuoth moro eboma ma rangwe,Ochieng anasema alipeana pikipiki hiyo ambayo si yake kwa mwendeshaji rafiki yake aliyekuwa akipeleka abiria Rangwe
kane owuok oyugis ema seche mane oriko oduogo to ne  ogoye gono kod ji moko 2 mane otingo kaka jowuoth kendo ne owinjore oter echiro ombek ei kodera,Akitoka maeneo ya Oyugis kuelekea Ombei ndipo alipiga na  abiria wawili aliokuwa aliokuwa amewabeba
 ji 2go mane apikono olal elwetgi sani koro joringo ma ola ka wuon apikono victor otieno koro kwayo ngatngata manyalo bedo kod ngeyo kama apikono nitiere,Watu hao wawili ambao walichukua pikipiki hiyo wametoroka wasijulikane waliko huko mwenye pikipiki akiomba aliye na ripoti kuhusu pikipiki hiyo kupiga ripoti
piny owacho kokalo emigao mar omenda owuok oko kendo kwedo weche moko masani koro dhi nyime epachoak ni dho wath ma duong ma mombasa kakidek dhi usi mondo ochul godo gope moko ma kenya ne okaw epiny china,Serikali kupitia wizara ya fedha imekashifu uvumi ambao unaendelea kuwa kisiwa cha Mombasa huenda kikauzwa ili kulipa deni ya China
jatend migao mar omenda kawuono owacho ni dho wath onogo ma mombasa ok nyal kaw kod ngatagata ma kenya nikod gope kaluwore kod winjruok mane oketi eweche mag hola  ekind kenya kod piny china,Waziri wa fedha amesema kuwa kisiwa hicho hakiwezi kuuzwa kutokana na makubaliano yaliyo baina ya Kenya na Uchina
maeri owacho bang riport mar janon buge omenda sirikal pachoka nancy gathungu yango ni dho wath onogo ka kidek dhii kaw kod sirikal mar piny china koponi kenya orem duoko hola maromo 364 bilion mane okaw tije edho wath  onogo ma duong  ma mombasa,Hii ni baada ya mratibu mkuu wa serikali Nancy kusema kuwa huenda kisiwa hicho kichukuliwe iwapo Kenya itashindwa kulipa mkopo wa bilionimia tatu sitini na nne
"chenro mar chiwo chanjo ne jochiw thieth majotiyo eute thieth mag jigi wegi ecounty ma nairobi chakore kiny kod agakan , mp sha kod mano ma nairobi hosptal","Mpango wa kuwapa chanjo wafanyikazi wa hospitali za kibinafsi mjini Nairobi itaanza kesho katika hospitali za Aga Khan, MP Shah na hospitali ya Nairobi"
"wuod gavana machon ma kiambu ferdinant wititu ogoo fai mar kwand pesa maromo 30,000 kata tuech ejel akuom thuolo mar dweche 3 abng kane oyude kod ketho mag riembo gari  kane omer",Mwanawe aliyekuwa gavana wa Kiambu Ferdinand Waitatu amepigwa faini ya thelathini elfu baada ya kushikwa akiendesha gari akiwa mlevi
brian ndungu waititu ne omaki kamoro ni muindi mbingu street kane oriembo gari mar probox kane omer.,Brian Ndungu Waititu alishikwa katika eneo la Muindi Mbingu akiendesha gari la probox akiwa mlevi
ne oyie kod kethogo enyim jayal buche mar doho ma makadara esther kimilu kane okwayo doho kiki goye fai mar pesa mathoth nikech mano ethuolo mokuongo mane oyude kod ketho,Alikubali mashtaka mbele ya jaji Esther Kimili akisema asipewe faini ya juu kwa vile ni mara ya kwanza kupatikana na kosa hilo
"lady justice kimilu kata kamano ne ochiko achijno mondo ne ochul fai mar pesa onogo maromo 30,0000",Jaji Kimilu hata hivyo alimpa faini ya elfu thelathini
jago moro ochwalo bura enyim doho ma nairobi kendo donjo ne kar od thieth ma  matter kuom rem weyo thuolo ringre min ode mane othoo ekar od thieth onogo kaluwore kod gowi mar 3.5m,Mtu mmoja ameipeleka hospitali ya Matter mahakamani kwa kutomwachilia mkewe aliyeaga dunia huko kwa kukosa kutolipa deni ya milioni tatu nukta tano
jagono nyambuti maina ne okone doho ni kata bang kayande  nosechulo nus mar pesano kar od thieth onogo pod odagi mar yie miye ringre min ode onogo preskila kemunto ondo,Nyambuti Maina anasema kuwa licha ya kulipa nusu ya fedha hiyo hospitali hiyo bado imekataa kumwachilia Priscilla Kemunto
kemunto ne otho eod thieth 8/1/2021 kendo ne oweyo chien kwand gowi maneromo 7m,Kemunto aliaga dunia tarehe nane mwezi wa kwanza mwaka elfu mbili ishirini na moja na kuwacha deni ya milioni saba
familia mar jadonjo eburano wacho ni gisechulo nus mar pesano koro gidwani doho ogol chik madhi chuno tend kar od thieth onogo mondo ogol ringre miyono kamaiti makende mane ochuogi mondo ne orangi matut wach ,Familia ya mwendazake wanaiomba mahakama kuamuru hospitali hiyo kuwachilia mwili wa mwendazake
loo moro mosebedi ka  ilaro kamoro ni chepchoin etong county ma west okot kod trans nzoia owuo oko ,Ardhi moja iliyokuwa ikizozaniwa katika eneo la Chepchoin kwenye mpaka wa West Pokot na Trans Nzoia hatimaye kesi yake imetupiliwa mbali
"koloso ekinde romo mane geto manyo kaka ditieki chandruok onogo, regional commisioner egwenge mag rift valley george natembeya ne osingo ne ogendni duto mane odar elopegi ni moro ka moro biro yudo chudo moloyo sani ma sirikal ochako chenro mar dhi pogo poudhono ",Akizungumza katika hafla hiyo ya kuleta amani Natembeya alisema  kuwa wale wote waliotolewa katika mashamba yao watalipwa fidia na serikali wakati huu ambapo serikali inapanga kugawaardhi hiyo
natembeya ekinde onogo ochiko apisas mag arita kwe mondo kik luor  ngata ngata komakore kod wach kokono makoro dhi nyime kono,Natembeya amewasihi maafisa wa usalama kutomwogopa yeyote katika shughuli hiyo
mago jatend loch nangano owacho seche ma gavana mar county ma west pokot omedo mana chayo wach koko masani koro neno kono biro keto piny ke e midhiero kendo ting mapek e eweche mag choko osuru.,Natembeya alisema haya wakatia ambapo gavana wa West Pokot alisema kuwa huenda vurugu hivyo vikazuia mpango wa kukusanya ushuru katika kaunti hiyo
 golo lendo manyien mag nengo mag modhi ma chop sani koro omedo mana yudo kweth kowuok kuom jotelo pachoka        ,Matangazo mapya kuhusu bei za mafuta inzidi kupata pingamizi kote nchini
Apisa moro matiyo eduol moro olal chieng' kawuono.,Afisa mmoja anayefanya kzi katika tume fulani amepotea leo
Obila wacho ni ringre mare oyudi ekar kano ringre ji ma othoo ma city ,Maafisa wanasema kuwa mwili wake ulipatikana katika chumcba cha kuhifadhi miili ya City
 pinyowacho kokalo emigao mar teko pachoak ogolo siem mager mokalo ne contractors mag migaono moketo kidura etije ma omigi kod miagaono,Serikali kupitia wizara yakawi imetoa onyo kwa kontrakata ambao wanalrgea kazini na kuchelewesha mipango ya serikali
 pinyowacho geto mar biro rucho oko orage maket kod mago kaeto bange luu kodgi dwaro mar chik,Serikali imesema itafutilia mbali kandarasi hizo kisha wafuate sheria
koloso kod od fwamb weche ecounty ma kilifi jatend migao mar teko pachoka charles keter ne owacho ni okang onogo gichano kawo bang fwenyo ni thoth projects emigaono sani koro okwamo ,Akizungumza katika kaunti ya kilifi waziri Charles Keter alisema wamepanga kufanya hivyo baada ya kugundua kuwa miradi mingi imekwama
Owacho ni gikwamo kaluwore ni kontraktas go jodagi tieko tijego ewang' saa,Amesema kuwa miradi hiyo imekwama kwa vile kontrakta hao wamekataa kumaliza miradi kwa wakati
kata kamano ne owacho ni moko kuom projects mag migaono to ne odhi ochung epinje maoko,Hata hivyo amesema baadhi ya miradi katika wizara hiyo ilisimamishwa katika mataifa ya nje
ne oloso eseche ma osidho ayanga gedo  mar dag stima manengo mare romo 200m,Alisema haya alipoanzisha rasmi kujengwa kwa kituo cha umeme chenye gharama  ya milioni mia mbili
weche  keter go bende ne osir lwedo kod moko kuom jotelo ei klifi kono mawacho ni kuo mar stima bedoga nikech sirikal rem tero teko stima ne jopiny ewang saa,Maneno ya Keter yaliungwa mkono na baadhi ya viongozi huko waliosema kuwa wizi wa vifaa vya stima hutokana na kucheleweshwa kwa kusambaza umeme
jotelo kilifi 19 mahewo eyudo pii kachiel kod chiemo maen bang koth koso chwe egwenge makono kuom thuolo sani ka moko kuom yewni mane  oger kono sani koro odong mana kotuo,"Viongozi kumi na sita waliongoza hafla ya kupeana maji na vyakula kwa wakaazi wa huko baada ya mvua kukosekana kwa kipindi kirefu, hii ilipelekea mito na mabwawa kukauka"
kaluwore kod chal onogo jopith modak egwenge mag banisa ecounty ma mandera chuno mondo mi koro odar kagidhi manyo pii kod lum ne jambgi kowuok egwenge mamoko oko mar countyno,Kutokana na ukame wakaazi wa Banisa kaunti ya Mandera inabidi wahame kutafuta lishe na maji kwa mifugo yao
